0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
0, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
1, 1, 1, -2.78511
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 2, -2.79318
0, 1, 2, -2.79318
1, 1, 2, -2.79318
1, 1, 2, -2.79318
0, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
0, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
1, 1, 3, -2.75299
