164779539.8887125,164779527.1043068,3801170841.491784,4059086872.675265,8.126473692869595,121141381570.0422,-165142410912.5086,335800247842.0126,-87331097152.66846,-1062023752146.544,-145737298090.0026,-116364739783.3835,-160087885151.3964,-40962754066.90879,-32213086184.7897,3547769596.091379,10896244975.13944,-282385120635.9598,-1583318681.067852,11687403142.67019,-16656636917.05606,-31931348447.14968,11705792813.39783,-13151732208.70513,-24733004894.97395
-27544526901.57324,12652987627.4587,-5832204156.179283,-18486271915.5777,171710616618.1336,-23698950332.49819,-66881305879.45341,265440858997.3979,921896546.1113613,-516430942.6405029,3303227637.215698,1209784675.639807,-5909933573.792734,-7172052734.923945,39469205553.89411,52371008720.16339,399950671.1736712,787447749.4284331,-7325600077.910421,-3.0517578125e-05,1908829264.913932,-1071177277.171173,-3.814697265625e-06,4.9591064453125e-05,-2.288818359375e-05
2916255236.139339,17442457608.56805,203915248.5042515,4980044242.484774,-4178285364.292789,-68365600720.38107,-136651895934.5969,-1.9073486328125e-06,-28046496110.83273,0,-61654067924.97535,0,55987072543.72768,46050345365.23146,-5.960464477539062e-07,-2.86102294921875e-06,0,0,0,1908829264.913943,-1071177277.17114,0,0,0,0
3055485620.017084,1815980007.927635,18019261270.19772,203915248.5042305,-39192029187.64377,-30542371791.04664,-124297358503.6578,9398326039.231731,0,77719745878.64244,-21166172307.99837,43202765040.77496,-33394919674.17322,0,-61654067924.97535,0,0,0,1908829264.913943,-1071177277.17114,0,0,0,0,0
3055485620.017084,1815980007.927635,-359613661.6404638,-38759444124.82481,-25008079400.25017,-118649512120.0657,-2619773832.23735,46092433644.61937,0,61408333435.15069,-8807242355.144011,-5959662030.6875,0,0,0,0,-28046496110.83276,-59745238660.06136,-1071177277.17114,0,0,0,0,0,0
3055485620.017084,3832888230.488788,-56657274089.66068,-676172399.3966064,48347905634.66683,-112161423293.5814,0,44410189321.19681,-4852032345.45858,-8807242355.144011,8411696544.459846,-4973032535.915614,0,0,0,0,1908829264.913943,-1071177277.17114,0,0,-89700564035.80807,0,0,0,0
3055485620.017084,-58631513870.9966,22081837747.56396,-11804280498.43076,-102167836731.0679,42255559419.24962,10346583754.91323,-7599818074.722145,-8807242355.144011,-11306928.8514595,-10722718439.28544,0,9398326039.231731,0,0,1908829264.913943,-1071177277.17114,0,0,0,0,0,0,1149229054.205142,7313079931.036469
-7313079953.347473,-7313079903.482552,3750563913.185848,-359613661.6404638,-7313079827.206154,19624476467.15192,-11325848515.74639,2165948863.20392,-8586447569.494027,-9049478380.430599,0,-775586500.9435911,0,9398326039.231731,1908829264.913943,-882368191.616931,-188809085.5542093,0,0,0,0,-4125608115.711899,-2189183226.409323,0,0
-8723608884.803276,4157502188.53186,2401822307.978322,37111879311.25368,3481151986.279758,-734009725.7620223,9487112843.265617,-11915921654.99354,5373551218.997622,-7599818074.722145,-4076445844.514985,0,4980044242.484793,-3297157519.477834,8515957847.614797,-188809085.5542093,0,0,2953207788.865341,-7078815904.577242,-3338412280.614465,1149229054.205142,0,0,0
-8723608884.803276,-7058359080.43787,3876461457.881348,6072167574.124985,4080762508.787957,-9406852877.65221,-6106203325.661224,597774605.2304964,0,1655549947.541123,0,-4076445844.514985,1908829264.913943,-882368191.616931,-964395586.4978008,2953207788.865341,2319510134.65449,0,0,-2189183226.409323,0,0,0,0,0
3055485620.017084,4792205011.471924,-3118438979.268774,5433107920.328522,-3159018399.293648,1403733006.486556,971790016.5688584,12346033666.39724,-11325848515.74639,-5245252116.155792,2746765680.191092,817613532.2639754,-2143123927.905212,-188809085.5542093,-7078815904.577242,4980044242.484793,-5749685903.369829,6059913758.617264,1149229054.205142,0,0,0,0,0,0
3055485620.017084,4792205011.471924,-3118438979.268774,-8807242355.144011,-27451178641.86029,-5296637946.506386,-999809688.8602357,-599610522.5081992,17319066202.31284,-11963827106.35745,-5690988809.808197,2156203524.321382,-5434061201.709999,-4076445844.514985,-1091215732.649967,-739329520.3760433,-2599082760.238423,373642553.2615509,9398326039.231731,0,0,0,0,0,0
3055485620.017084,3832888230.488788,-11417121562.28427,-3998864509.979095,0,-33498335313.1384,2953207788.865341,665721506.3641586,0,11953844515.30534,-12391573614.88146,-7788627160.276355,10346583754.91323,0,-7414858125.129448,-5245252116.155792,58013321.55517483,0,0,8622739538.288136,0,0,0,0,0
3055485620.017084,-8432106553.300348,2355445928.934563,5873546137.10788,-4973032535.915614,9497261693.880491,-1645707984.248718,1571400539.077057,-508917113.8982925,1427775662.60232,5381998055.591902,-734009725.7620223,-8339147595.098186,7747500994.674809,-2927216790.309842,0,0,0,-5245252116.155792,-1091215732.649967,-775586500.9435911,9398326039.231731,0,0,0
-3813689886.42292,-3813689883.247206,0,2671653026.593109,-3813689774.925243,8190940083.614277,-359613661.6404638,7527209768.499847,-882368191.616931,-3294458494.204391,2213013222.424112,4792720889.567084,-8333827800.484167,1149229054.205142,10346583754.91323,-4076445844.514985,0,0,0,0,0,-6336467848.80574,8622739538.288136,0,0
3055485620.017084,-3942483596.05842,2424776210.909252,2114147968.252785,-3118438979.268774,3433219243.906635,7368326717.155195,689032347.4601277,5433107920.328522,-928138605.9302526,-3198693282.746621,15194352952.65475,-10176619461.54125,-8333827800.484167,0,10346583754.91323,-4076445844.514985,0,0,0,0,0,0,9398326039.231731,3813690032.112682
3055485620.017084,3832888230.488788,0,-482138211.4108763,-9828977602.031189,2802595043.313931,6438932646.114164,-359613661.6404638,-454576627.2738376,5433107920.328522,549618531.6969426,0,12856941869.50011,-8983499049.115301,-8333827800.484167,0,10346583754.91323,-4076445844.514985,0,0,-5192518800.897636,0,0,0,0
3055485620.017084,3832888230.488788,0,0,2826314498.850311,-1602528173.032302,3701046650.052378,384513550.9420547,1571400539.077057,1149229054.205142,6934352120.146301,-599610522.5081992,0,5570807141.146111,-7905886584.926853,-734009725.7620223,-995325499.9006538,6149390453.916254,-4076445844.514985,0,0,0,0,0,0
3055485620.017084,3832888230.488788,0,1908829264.913943,-1667536938.872508,72570266.35469055,3769428873.463338,6206114577.657211,564243612.5552695,-1238552493.032394,563014423.2903159,5433107920.328522,-93691822.5910778,0,1373613840.149129,-7905886584.926853,-734009725.7620223,0,10346583754.91323,-4076445844.514985,0,0,0,0,0
3055485620.017084,3832888230.488788,1908829264.913943,-1667536938.872508,-2599082760.238423,2482843941.038895,5589605224.633566,4496173840.31929,2557757046.208675,-1007156926.521788,-4197193300.996982,0,5734101630.187653,-599610522.5081992,1501244199.817777,-2029010933.576035,-2694847971.696186,2401822307.978322,-734009725.7620223,6270137910.39825,0,0,0,0,0
3055485620.017084,5966917933.032324,-3481450951.855354,0,-1184134585.454863,1149229054.205142,2671653026.593109,243182869.4314413,5056885523.452068,1089262327.666183,-1007156926.521788,0,0,4833497397.820343,-1088894119.268428,18053075928.07486,-17424422390.65076,0,-306068510.2047043,-734009725.7620223,6270137910.39825,0,0,0,0
1094224583.058601,1094224581.081459,0,0,-2190164210.855313,0,2671653026.593109,4440376170.428423,5056885523.452068,1571400539.077057,-482138211.4108763,-1007156926.521788,0,0,4833497397.820343,0,7085707850.484491,-7036803651.431826,1501244199.817777,-306068510.2047043,-734009725.7620223,6270137910.39825,0,0,0
3055485620.017084,3832888230.488788,0,0,0,0,0,4331648487.452545,-4225283929.88248,6628286062.529127,1046609121.490736,0,-1489295137.932664,0,0,4833497397.820343,0,-2029010933.576035,0,-1088894119.268428,1501244199.817777,-1040078235.966724,6270137910.39825,0,0
3055485620.017084,3832888230.488788,0,0,0,0,0,7112029197.02153,0,6628286062.529127,0,0,0,-1489295137.932664,-5957172851.641777,2599759490.58524,612255342.3216248,-1375248802.283393,-2029010933.576035,0,0,-1088894119.268428,461165963.8510513,6270137910.39825,0
3055485620.017084,3832888230.488788,0,0,0,0,0,0,7112029197.02153,0,6628286062.529127,0,0,0,-1007156926.521788,-482138211.4108763,0,4833497397.820343,0,-2029010933.576035,0,0,531299822.8627129,2518804051.023281,2518804060.808544
